version,name,part,key_size,elements,wall_time,cpu_cycles,k_cycles,instructions,cache_references,cache_misses,branch_misses,ipc,GHZ,CPUs,maxrss_mb,scale
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.35,10.24,0.15,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.07,0.05,0.10,0.00,0.00,-nan,1.40,11.17,0.13,35518,262048
optimized_sort,Account,absorb,8,257980,0.01,160.60,0.50,225.63,7.86,0.65,0.43,1.40,5.44,1.00,35518,257980
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.11,0.00,0.00,-nan,1.16,10.75,0.15,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.63,0.28,369.66,2.38,0.22,0.00,4.95,5.38,1.05,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,73.94,0.36,369.72,2.48,0.21,0.00,5.00,5.33,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.69,0.32,369.44,2.49,0.20,0.00,4.95,5.32,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.27,0.27,368.61,2.41,0.23,0.00,4.90,5.32,1.02,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.59,0.19,256.19,1.23,0.15,0.00,4.45,5.33,1.46,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.81,0.28,255.88,1.33,0.15,0.00,4.43,5.33,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.15,9.20,0.19,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.60,0.30,255.70,1.31,0.15,0.00,4.44,5.34,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.15,9.23,0.19,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.64,0.17,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.17,9.31,inf,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.36,10.82,inf,35518,262048
optimized_sort,Account,absorb,8,257799,0.01,155.80,0.48,223.41,7.63,0.61,0.43,1.43,5.43,1.03,35518,257799
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.23,10.64,0.26,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.64,0.43,369.48,2.39,0.22,0.00,4.95,5.36,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.18,0.41,368.60,2.39,0.22,0.00,4.97,5.32,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.04,0.25,369.03,2.41,0.22,0.00,4.92,5.32,1.01,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.18,0.27,368.92,2.41,0.23,0.00,4.91,5.32,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.92,0.27,256.14,1.31,0.14,0.00,4.42,5.32,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.70,0.25,256.18,1.24,0.16,0.00,4.44,5.33,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.18,9.38,0.17,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.37,0.26,256.28,1.33,0.16,0.00,4.47,5.33,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.59,0.17,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.21,9.60,0.17,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.29,10.10,0.15,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.07,0.05,0.10,0.00,0.00,-nan,1.40,10.87,0.14,35518,262048
optimized_sort,Account,absorb,8,257895,0.01,157.93,0.62,226.02,7.73,0.65,0.43,1.43,5.43,1.04,35518,257895
optimized_sort,Transfer.id,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.25,11.00,0.25,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.79,0.46,369.69,2.38,0.22,0.00,4.94,5.37,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.11,0.31,369.28,2.38,0.22,0.00,4.98,5.32,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.89,0.35,369.34,2.39,0.22,0.00,4.93,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.17,0.23,369.18,2.42,0.23,0.00,4.91,5.32,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.72,0.27,255.64,1.23,0.15,0.00,4.43,5.32,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.79,0.23,255.94,1.22,0.16,0.00,4.43,5.33,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.91,0.16,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.53,0.41,256.43,1.33,0.16,0.00,4.46,5.34,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.26,10.13,0.15,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.14,9.36,0.18,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.34,10.63,0.15,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.34,10.64,inf,35518,262048
optimized_sort,Account,absorb,8,257497,0.01,157.68,0.61,223.03,7.60,0.64,0.43,1.41,5.44,1.03,35518,257497
optimized_sort,Transfer.id,swap,16,262048,0.00,0.15,0.11,0.13,0.01,0.00,-nan,0.88,12.68,inf,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.75,0.26,369.98,2.37,0.21,0.00,4.95,5.38,1.29,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,73.87,0.29,368.94,2.39,0.22,0.00,4.99,5.32,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.12,0.41,368.99,2.40,0.22,0.00,4.91,5.32,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.50,0.24,368.53,2.42,0.24,0.00,4.88,5.32,1.03,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.73,0.24,256.20,1.24,0.15,0.00,4.44,5.32,1.47,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.80,0.24,255.54,1.24,0.16,0.00,4.42,5.33,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.17,9.47,0.17,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.27,0.26,255.92,1.38,0.15,0.00,4.47,5.34,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.67,0.17,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.25,9.84,0.17,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.36,10.49,inf,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.40,10.97,inf,35518,262048
optimized_sort,Account,absorb,8,257734,0.01,157.97,0.59,223.04,7.58,0.64,0.43,1.41,5.43,1.03,35518,257734
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.21,10.77,0.23,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.70,0.47,369.76,2.39,0.22,0.00,4.95,5.36,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,73.91,0.36,369.24,2.56,0.19,0.00,5.00,5.31,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.03,0.35,368.87,2.41,0.22,0.00,4.92,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.57,0.30,367.88,2.51,0.23,0.00,4.87,5.34,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.86,0.25,255.46,1.22,0.15,0.00,4.41,5.35,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.75,0.27,256.19,1.24,0.16,0.00,4.44,5.33,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.21,9.63,0.17,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.41,0.21,255.87,1.36,0.15,0.00,4.46,5.33,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.27,9.93,0.16,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.11,8.16,0.20,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.37,0.33,0.16,0.01,0.01,-nan,0.45,5.97,0.59,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.35,10.51,0.14,35518,262048
optimized_sort,Account,absorb,8,257977,0.01,156.39,0.58,223.47,7.66,0.65,0.43,1.43,5.43,1.03,35518,257977
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.19,10.55,0.24,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.64,0.54,370.30,2.37,0.22,0.00,4.96,5.37,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,73.98,0.30,368.77,2.38,0.22,0.00,4.98,5.33,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.71,0.20,369.08,2.41,0.22,0.00,4.94,5.32,1.01,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.25,0.26,369.02,2.42,0.23,0.00,4.90,5.32,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.78,0.25,255.76,1.23,0.15,0.00,4.43,5.32,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.81,0.27,255.81,1.25,0.16,0.00,4.42,5.33,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.21,9.40,0.17,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.36,0.23,256.11,1.31,0.15,0.00,4.47,5.33,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.24,9.72,0.16,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.67,0.18,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.25,9.75,0.16,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.07,0.05,0.10,0.00,0.00,-nan,1.43,11.18,0.12,35518,262048
optimized_sort,Account,absorb,8,257892,0.01,157.77,0.62,224.49,7.76,0.66,0.43,1.42,5.43,1.03,35518,257892
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.13,0.01,0.00,-nan,1.38,9.86,inf,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.75,0.29,369.67,2.48,0.21,0.00,4.95,5.37,1.28,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.00,0.30,369.22,2.39,0.22,0.00,4.99,5.31,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.85,0.37,368.78,2.42,0.22,0.00,4.93,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.34,0.25,368.67,2.41,0.23,0.00,4.89,5.32,1.02,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.98,0.64,256.29,1.25,0.16,0.00,4.42,5.32,1.47,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.85,0.31,255.71,1.28,0.17,0.00,4.42,5.32,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.10,0.05,0.11,0.00,0.00,-nan,1.09,8.94,0.20,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.35,0.32,256.28,1.31,0.16,0.00,4.47,5.33,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.20,9.60,0.17,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.63,0.18,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.23,9.72,inf,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.07,0.05,0.10,0.00,0.00,-nan,1.40,11.04,inf,35518,262048
optimized_sort,Account,absorb,8,257858,0.01,174.10,0.81,226.57,7.74,0.62,0.43,1.30,5.43,1.02,35518,257858
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.11,0.00,0.00,-nan,1.19,10.68,0.24,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.57,0.33,369.87,2.36,0.21,0.00,4.96,5.36,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.78,0.93,369.78,2.38,0.22,0.00,4.95,5.32,1.01,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.91,0.35,368.07,2.28,0.25,0.00,4.85,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.82,0.27,368.46,2.46,0.24,0.00,4.86,5.32,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.73,0.32,255.46,1.22,0.15,0.00,4.43,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.75,0.27,255.73,1.24,0.16,0.00,4.43,5.32,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.29,9.96,0.15,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.53,0.32,256.25,1.40,0.15,0.00,4.45,5.32,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.10,0.05,0.11,0.00,0.00,-nan,1.05,8.72,0.20,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.10,0.05,0.11,0.00,0.00,-nan,1.04,8.60,0.21,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.55,0.20,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.30,10.20,inf,35518,262048
optimized_sort,Account,absorb,8,257700,0.01,157.09,0.59,223.80,7.56,0.62,0.43,1.42,5.43,1.03,35518,257700
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.18,10.65,0.24,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.63,0.47,369.67,2.39,0.22,0.00,4.95,5.37,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,73.99,0.33,368.46,2.40,0.23,0.00,4.98,5.32,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.88,0.28,369.23,2.40,0.22,0.00,4.93,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.29,0.25,369.14,2.41,0.23,0.00,4.90,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.84,0.26,255.85,1.27,0.15,0.00,4.42,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.74,0.26,256.15,1.29,0.15,0.00,4.44,5.32,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.27,10.01,0.16,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.35,0.28,256.23,1.30,0.15,0.00,4.47,5.33,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.27,9.92,0.17,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.24,9.89,0.16,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.31,10.17,0.15,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.07,0.05,0.10,0.00,0.00,-nan,1.40,11.05,inf,35518,262048
optimized_sort,Account,absorb,8,257770,0.01,162.80,0.48,222.67,7.62,0.63,0.43,1.37,5.43,1.00,35518,257770
optimized_sort,Transfer.id,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.27,11.11,0.13,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.37,0.26,370.01,2.38,0.22,0.00,4.98,5.36,1.05,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,73.74,0.33,368.66,2.48,0.21,0.00,5.00,5.31,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.60,0.56,369.10,2.26,0.25,0.00,4.88,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.22,0.30,368.63,2.41,0.23,0.00,4.90,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.90,0.39,256.67,1.32,0.15,0.00,4.43,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.69,0.26,256.63,1.24,0.15,0.00,4.45,5.32,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.10,0.05,0.11,0.00,0.00,-nan,1.11,8.94,0.19,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.24,0.20,256.20,1.30,0.15,0.00,4.48,5.33,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.14,9.21,0.19,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.19,9.50,inf,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.54,inf,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.09,0.05,0.10,0.00,0.00,-nan,1.21,9.38,inf,35518,262048
optimized_sort,Account,absorb,8,257752,0.01,157.56,0.63,223.96,7.83,0.63,0.43,1.42,5.43,1.03,35518,257752
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,10.34,0.22,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.55,0.57,370.18,2.40,0.22,0.00,4.97,5.36,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.07,0.34,368.68,2.38,0.22,0.00,4.98,5.31,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.92,0.29,368.88,2.39,0.22,0.00,4.92,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.14,0.20,369.15,2.40,0.23,0.00,4.91,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.73,0.28,255.63,1.25,0.15,0.00,4.43,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.84,0.29,256.08,1.25,0.16,0.00,4.43,5.32,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.24,9.67,0.16,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,56.89,0.25,256.39,1.24,0.14,0.00,4.51,5.33,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.18,9.46,0.18,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.20,9.46,0.19,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.36,10.60,0.14,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.31,10.25,inf,35518,262048
optimized_sort,Account,absorb,8,257816,0.01,157.10,0.61,225.20,7.79,0.65,0.43,1.43,5.43,1.03,35518,257816
optimized_sort,Transfer.id,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.29,10.71,0.20,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.79,0.68,369.81,2.41,0.22,0.00,4.94,5.35,1.01,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.01,0.35,368.71,2.39,0.22,0.00,4.98,5.31,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.95,0.36,368.95,2.49,0.21,0.00,4.92,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.25,0.23,369.27,2.42,0.24,0.00,4.91,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.76,0.26,255.45,1.32,0.15,0.00,4.42,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.84,0.26,255.82,1.32,0.15,0.00,4.42,5.31,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.27,9.77,0.16,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.34,0.31,256.17,1.30,0.15,0.00,4.47,5.32,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.21,9.48,0.17,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.56,0.17,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.37,10.66,0.14,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.07,0.05,0.10,0.00,0.00,-nan,1.40,10.77,inf,35518,262048
optimized_sort,Account,absorb,8,257725,0.01,160.15,0.62,224.99,7.63,0.63,0.43,1.40,5.41,1.00,35518,257725
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.12,0.01,0.00,-nan,1.25,10.42,0.16,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.69,0.27,369.83,2.36,0.22,0.00,4.95,5.36,1.04,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.13,0.62,368.44,2.40,0.23,0.00,4.97,5.30,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.12,0.38,368.93,2.42,0.23,0.00,4.91,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.45,0.39,368.37,2.51,0.23,0.00,4.88,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.79,0.30,256.59,1.25,0.16,0.00,4.44,5.31,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.76,0.26,256.22,1.25,0.15,0.00,4.44,5.32,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.57,0.24,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.24,0.27,256.24,1.35,0.15,0.00,4.48,5.33,1.50,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.24,9.73,0.25,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.10,0.06,0.11,0.00,0.00,-nan,1.09,8.65,0.30,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.35,10.62,inf,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.38,10.95,inf,35518,262048
optimized_sort,Account,absorb,8,257649,0.01,159.23,0.55,224.73,7.70,0.64,0.43,1.41,5.42,1.03,35518,257649
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.12,0.01,0.00,-nan,1.28,10.05,inf,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.54,0.25,369.81,2.39,0.22,0.00,4.96,5.37,1.29,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.13,0.28,368.20,2.39,0.22,0.00,4.97,5.31,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.83,0.29,369.26,2.39,0.21,0.00,4.93,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.21,0.24,369.18,2.40,0.23,0.00,4.91,5.30,1.02,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.73,0.20,256.21,1.23,0.15,0.00,4.44,5.30,1.48,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.71,0.21,255.79,1.24,0.16,0.00,4.43,5.31,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.29,9.92,0.15,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.51,0.32,256.33,1.29,0.15,0.00,4.46,5.31,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.19,9.49,0.17,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.24,9.79,0.17,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.30,10.06,inf,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.33,10.25,inf,35518,262048
