version,name,part,key_size,elements,wall_time,cpu_cycles,k_cycles,instructions,cache_references,cache_misses,branch_misses,ipc,GHZ,CPUs,maxrss_mb,scale
baseline,Account,absorb,8,257892,0.02,312.60,1.03,704.77,117.65,3.55,1.16,2.25,5.35,1.01,34731,257892
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.43,16.13,0.11,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,120.28,0.50,444.27,18.55,0.53,1.93,3.69,5.28,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,116.96,0.40,444.22,16.88,0.62,1.90,3.80,5.27,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,132.62,0.51,439.21,19.21,0.59,2.43,3.31,5.26,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.92,0.46,435.58,18.63,0.59,2.87,2.92,5.25,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,130.86,0.45,382.85,8.56,0.19,2.79,2.93,5.26,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.09,0.41,384.93,8.59,0.18,2.92,2.94,5.26,1.00,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.51,17.43,0.07,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,128.07,0.48,383.45,8.75,0.20,2.63,2.99,5.28,1.00,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.49,16.08,0.08,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.59,14.81,0.08,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.65,16.31,0.08,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,16.90,0.07,34731,262048
baseline,Account,absorb,8,257858,0.02,310.14,1.13,711.90,118.48,3.33,1.19,2.30,5.32,1.04,34731,257858
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.48,17.60,0.10,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,119.51,0.42,438.75,17.71,0.57,1.87,3.67,5.28,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,120.34,0.38,435.31,16.43,0.60,1.93,3.62,5.26,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,133.30,0.37,438.81,19.00,0.54,2.46,3.29,5.25,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.98,0.45,435.22,18.61,0.58,2.84,2.92,5.25,1.01,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.81,0.51,382.31,8.59,0.18,2.95,2.90,5.24,1.04,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,132.24,0.47,382.87,8.41,0.17,2.93,2.90,5.27,1.04,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.49,17.85,0.10,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,129.09,0.43,383.30,8.33,0.16,2.81,2.97,5.27,1.14,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.48,16.29,0.11,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.63,15.94,0.12,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,16.91,0.11,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,17.12,0.11,34731,262048
baseline,Account,absorb,8,257700,0.02,334.09,1.47,749.68,116.35,3.36,1.21,2.24,5.35,1.01,34731,257700
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.47,17.83,0.10,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,119.63,0.40,444.69,19.00,0.56,1.89,3.72,5.28,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,116.55,0.42,444.40,17.07,0.64,1.87,3.81,5.27,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,132.51,0.45,439.46,19.03,0.59,2.35,3.32,5.26,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.50,0.47,432.79,18.95,0.60,2.88,2.91,5.25,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.69,0.43,382.87,8.67,0.19,2.73,2.91,5.25,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.77,0.42,382.74,8.45,0.18,2.92,2.90,5.26,1.00,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.46,17.38,inf,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,129.12,0.44,386.54,8.48,0.18,2.79,2.99,5.27,1.13,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.46,17.67,0.10,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.62,16.78,0.11,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.63,16.30,0.11,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.65,17.06,0.07,34731,262048
baseline,Account,absorb,8,257770,0.02,330.93,1.40,742.02,116.90,3.50,1.23,2.24,5.35,1.01,34731,257770
baseline,Transfer.id,swap,16,262048,0.00,0.07,0.05,0.09,0.00,0.00,-nan,1.36,17.81,0.07,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,120.73,0.52,441.98,18.37,0.58,1.95,3.66,5.30,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,117.17,0.38,441.13,16.70,0.57,1.91,3.76,5.27,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,133.45,0.46,438.98,18.91,0.62,2.44,3.29,5.26,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,149.24,0.46,434.02,18.72,0.62,2.87,2.91,5.26,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.99,0.37,383.52,8.60,0.19,2.80,2.91,5.26,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.40,0.39,381.63,8.46,0.20,2.93,2.90,5.27,1.00,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.56,17.42,0.07,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,129.40,0.50,383.27,8.94,0.19,2.61,2.96,5.27,1.00,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.45,18.18,0.07,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.60,16.99,0.07,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.63,17.07,0.07,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,16.94,0.07,34731,262048
baseline,Account,absorb,8,257752,0.02,311.24,1.22,703.28,117.49,3.39,1.14,2.26,5.33,1.01,34731,257752
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.48,17.62,0.09,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,129.15,0.54,438.64,18.68,0.56,2.08,3.40,5.27,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,116.80,0.44,439.36,15.97,0.64,1.80,3.76,5.26,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,132.51,0.38,437.84,18.90,0.52,2.38,3.30,5.25,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.58,0.53,433.95,18.79,0.59,2.74,2.92,5.25,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.80,0.38,384.16,8.68,0.20,2.92,2.91,5.25,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.34,0.56,383.86,9.00,0.19,2.69,2.92,5.26,1.00,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.53,17.34,0.07,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,127.51,0.38,383.05,8.72,0.18,2.82,3.00,5.27,1.00,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.49,16.37,0.08,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.59,15.09,inf,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.66,17.16,inf,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.65,17.00,inf,34731,262048
baseline,Account,absorb,8,257816,0.02,316.30,1.01,704.33,118.00,3.53,1.16,2.23,5.33,1.01,34731,257816
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.43,17.82,0.10,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,119.21,0.49,434.82,17.17,0.59,1.69,3.65,5.27,1.06,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,119.06,0.48,444.76,17.41,0.53,1.87,3.74,5.26,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,141.91,0.46,437.71,18.80,0.55,2.55,3.08,5.25,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.43,0.45,434.69,18.65,0.61,2.82,2.93,5.25,1.12,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.74,0.50,383.05,8.60,0.21,2.88,2.91,5.26,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,133.18,0.38,383.62,8.24,0.18,2.91,2.88,5.26,1.01,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.56,16.99,0.10,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,128.49,0.49,384.69,8.68,0.21,2.66,2.99,5.27,1.00,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.53,15.50,0.07,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.59,15.34,0.08,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,16.91,0.07,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,17.01,0.07,34731,262048
baseline,Account,absorb,8,257725,0.02,330.72,1.20,748.72,116.94,3.35,1.22,2.26,5.34,1.01,34731,257725
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.44,17.88,0.06,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,120.49,0.50,444.13,18.55,0.55,1.93,3.69,5.28,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,116.89,0.43,443.47,16.74,0.57,1.90,3.79,5.26,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,132.51,0.45,439.89,18.82,0.55,2.40,3.32,5.25,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.57,0.53,433.27,19.00,0.59,2.87,2.92,5.25,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.10,0.45,382.28,8.60,0.21,2.75,2.92,5.25,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.30,0.40,382.88,8.56,0.18,2.93,2.92,5.26,1.00,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.57,17.14,0.10,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,127.98,0.54,384.85,8.89,0.21,2.60,3.01,5.27,1.15,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.54,16.07,0.11,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.58,15.28,0.11,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.65,17.06,0.10,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.63,16.83,0.11,34731,262048
baseline,Account,absorb,8,257649,0.01,307.62,1.19,711.16,117.76,3.49,1.14,2.31,5.33,1.01,34731,257649
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.48,15.91,0.07,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,120.00,0.53,441.52,18.20,0.53,1.92,3.68,5.28,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,116.94,0.42,441.45,16.71,0.60,1.91,3.77,5.26,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,133.31,0.41,439.97,18.94,0.47,2.46,3.30,5.25,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.79,0.42,434.29,18.77,0.60,2.83,2.92,5.25,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.53,0.41,383.43,8.68,0.21,2.84,2.92,5.24,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.33,0.40,384.05,8.45,0.18,2.91,2.92,5.26,1.00,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.52,17.31,0.07,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,128.12,0.43,384.43,8.68,0.19,2.68,3.00,5.26,1.00,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.51,16.18,0.08,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.53,14.62,0.08,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,17.09,0.07,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,16.92,0.07,34731,262048
baseline,Account,absorb,8,257787,0.01,306.36,1.08,707.64,117.38,3.36,1.15,2.31,5.32,1.01,34731,257787
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.47,17.27,0.06,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,120.29,0.33,440.94,18.22,0.55,1.93,3.67,5.27,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,116.98,0.45,440.59,16.60,0.59,1.90,3.77,5.26,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,132.87,0.54,439.50,18.87,0.56,2.45,3.31,5.25,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.54,0.43,434.71,18.70,0.51,2.82,2.93,5.25,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.79,0.41,383.25,8.61,0.18,2.86,2.91,5.24,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.55,0.36,383.49,8.58,0.18,2.92,2.92,5.26,1.00,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.51,17.94,0.07,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,128.55,0.41,384.49,8.69,0.19,2.69,2.99,5.27,1.00,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.48,15.85,0.07,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.57,15.76,0.08,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.63,17.24,0.07,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,16.99,0.07,34731,262048
baseline,Account,absorb,8,257659,0.01,308.78,1.16,707.43,117.86,3.49,1.13,2.29,5.33,1.01,34731,257659
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.47,15.97,0.07,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,120.70,0.46,443.35,18.61,0.56,1.95,3.67,5.27,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,116.95,0.42,444.99,16.78,0.60,1.90,3.80,5.26,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,133.24,0.41,441.31,19.35,0.58,2.36,3.31,5.24,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,149.03,0.52,433.98,19.29,0.57,2.87,2.91,5.23,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.89,0.48,382.82,8.84,0.19,2.73,2.90,5.24,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.46,0.53,381.02,8.55,0.21,2.88,2.90,5.25,1.00,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.51,17.25,0.07,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,128.24,0.34,386.34,8.50,0.17,2.80,3.01,5.26,1.00,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.50,16.17,0.07,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.54,15.22,0.08,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.62,16.75,0.07,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.62,17.11,inf,34731,262048
baseline,Account,absorb,8,257819,0.01,309.01,1.14,705.02,117.45,3.39,1.16,2.28,5.33,1.01,34731,257819
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.45,16.20,0.07,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,120.49,0.42,442.12,18.66,0.55,1.95,3.67,5.27,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,117.16,0.44,443.53,16.65,0.59,1.92,3.79,5.26,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,133.00,0.50,438.29,19.02,0.58,2.44,3.30,5.25,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.68,0.42,434.47,19.01,0.48,2.85,2.92,5.24,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,130.86,0.47,382.48,8.60,0.22,2.81,2.92,5.24,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,130.88,0.35,384.29,8.42,0.18,2.92,2.94,5.25,1.00,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.51,17.57,0.07,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,127.93,0.54,384.83,8.75,0.19,2.64,3.01,5.26,1.00,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.45,15.20,0.08,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.57,15.72,0.08,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.63,17.26,0.07,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,16.79,0.07,34731,262048
baseline,Account,absorb,8,257792,0.02,310.19,1.16,704.32,117.39,3.40,1.15,2.27,5.33,1.01,34731,257792
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.43,16.15,0.08,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,119.76,0.43,442.41,18.41,0.51,1.93,3.69,5.27,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,117.57,0.47,443.36,16.90,0.59,1.93,3.77,5.25,1.01,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,132.65,0.50,439.70,19.23,0.57,2.42,3.31,5.24,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.49,0.54,434.87,18.99,0.60,2.87,2.93,5.24,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.24,0.56,381.72,8.66,0.19,2.77,2.91,5.24,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.43,0.42,382.63,8.44,0.18,2.92,2.91,5.25,1.01,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.54,17.27,0.09,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,128.46,0.44,384.26,8.26,0.19,2.80,2.99,5.26,1.15,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.54,17.31,0.10,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.57,15.68,0.11,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,16.98,0.10,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,16.96,0.10,34731,262048
baseline,Account,absorb,8,257561,0.01,308.88,1.14,705.38,117.15,3.55,1.14,2.28,5.33,1.01,34731,257561
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.47,15.83,0.07,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,120.51,0.44,442.57,18.69,0.55,1.94,3.67,5.27,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,117.23,0.45,443.99,16.68,0.63,1.90,3.79,5.26,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,132.92,0.49,440.87,19.35,0.46,2.39,3.32,5.25,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.83,0.48,434.71,19.25,0.57,2.87,2.92,5.24,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.09,0.47,381.50,8.64,0.19,2.73,2.91,5.24,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.23,0.48,382.70,8.58,0.18,2.92,2.92,5.25,1.01,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.12,0.10,0.12,0.01,0.00,-nan,1.05,33.16,inf,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,127.92,0.30,383.08,8.61,0.17,2.80,2.99,5.26,1.15,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.54,17.05,0.09,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.58,15.32,0.11,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.65,16.87,0.10,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.64,16.57,0.10,34731,262048
baseline,Account,absorb,8,257813,0.01,308.05,1.11,707.48,117.33,3.41,1.15,2.30,5.32,1.01,34731,257813
baseline,Transfer.id,swap,16,262048,0.00,0.07,0.05,0.09,0.00,0.00,-nan,1.39,17.09,0.07,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,120.54,0.43,441.75,18.25,0.55,1.97,3.66,5.27,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,117.28,0.42,441.18,16.64,0.54,1.93,3.76,5.25,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,133.04,0.44,439.25,18.91,0.57,2.43,3.30,5.24,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,148.83,0.56,434.97,18.60,0.52,2.86,2.92,5.23,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.23,0.47,382.21,8.66,0.19,2.78,2.91,5.23,1.00,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.01,0.42,381.88,8.66,0.18,2.92,2.92,5.24,1.01,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.57,17.34,0.09,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,128.06,0.53,385.38,8.78,0.21,2.60,3.01,5.25,1.00,34731,262048
baseline,Transfer,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.51,15.70,0.08,34731,262048
baseline,AccountEvent,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.51,14.45,0.09,34731,262048
baseline,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.63,17.02,0.07,34731,262048
baseline,AccountEvent.prunable,swap,8,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.63,17.02,0.07,34731,262048
baseline,Account,absorb,8,257740,0.02,310.48,1.23,705.31,117.46,3.43,1.12,2.27,5.32,1.01,34731,257740
baseline,Transfer.id,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.46,17.58,0.09,34731,262048
baseline,Transfer.debit_account_id,swap,32,262048,0.01,120.55,0.46,446.05,19.12,0.56,1.93,3.70,5.26,1.00,34731,262048
baseline,Transfer.credit_account_id,swap,32,262048,0.01,117.20,0.39,445.90,17.12,0.63,1.88,3.80,5.25,1.00,34731,262048
baseline,Transfer.amount,swap,32,262048,0.01,133.14,0.46,439.51,19.46,0.52,2.34,3.30,5.24,1.00,34731,262048
baseline,Transfer.user_data_128,swap,32,262048,0.01,149.08,0.49,434.45,19.29,0.58,2.87,2.91,5.23,1.00,34731,262048
baseline,Transfer.user_data_64,swap,16,262048,0.01,131.18,0.46,381.15,8.27,0.21,2.91,2.91,5.24,1.16,34731,262048
baseline,Transfer.user_data_32,swap,16,262048,0.01,131.78,0.54,383.02,8.67,0.19,2.83,2.91,5.24,1.00,34731,262048
baseline,Transfer.ledger,swap,16,262048,0.00,0.06,0.05,0.09,0.00,0.00,-nan,1.50,17.56,0.07,34731,262048
baseline,Transfer.code,swap,16,262048,0.01,127.79,0.48,384.56,8.39,0.18,2.81,3.01,5.25,1.00,34731,262048
